age,Source,Sex,year,n,proportion,label
20,Longline survey,Male,2012,2,0.00539,llsrv
21,Longline survey,Male,2012,0,0,llsrv
22,Longline survey,Male,2012,4,0.01078,llsrv
23,Longline survey,Male,2012,2,0.00539,llsrv
24,Longline survey,Male,2012,1,0.0027,llsrv
25,Longline survey,Male,2012,8,0.02156,llsrv
2,Longline survey,Female,2013,0,0,llsrv
3,Longline survey,Female,2013,8,0.0404,llsrv
4,Longline survey,Female,2013,29,0.14646,llsrv
5,Longline survey,Female,2013,34,0.17172,llsrv
6,Longline survey,Female,2013,42,0.21212,llsrv
7,Longline survey,Female,2013,28,0.14141,llsrv
8,Longline survey,Female,2013,23,0.11616,llsrv
9,Longline survey,Female,2013,12,0.06061,llsrv
10,Longline survey,Female,2013,3,0.01515,llsrv
11,Longline survey,Female,2013,2,0.0101,llsrv
12,Longline survey,Female,2013,5,0.02525,llsrv
13,Longline survey,Female,2013,3,0.01515,llsrv
14,Longline survey,Female,2013,2,0.0101,llsrv
15,Longline survey,Female,2013,2,0.0101,llsrv
16,Longline survey,Female,2013,0,0,llsrv
17,Longline survey,Female,2013,0,0,llsrv
18,Longline survey,Female,2013,1,0.00505,llsrv
19,Longline survey,Female,2013,1,0.00505,llsrv
20,Longline survey,Female,2013,0,0,llsrv
21,Longline survey,Female,2013,1,0.00505,llsrv
22,Longline survey,Female,2013,0,0,llsrv
23,Longline survey,Female,2013,0,0,llsrv
24,Longline survey,Female,2013,1,0.00505,llsrv
25,Longline survey,Female,2013,1,0.00505,llsrv
2,Longline survey,Male,2013,1,0.00407,llsrv
3,Longline survey,Male,2013,8,0.03252,llsrv
4,Longline survey,Male,2013,21,0.08537,llsrv
5,Longline survey,Male,2013,35,0.14228,llsrv
6,Longline survey,Male,2013,49,0.19919,llsrv
7,Longline survey,Male,2013,42,0.17073,llsrv
8,Longline survey,Male,2013,18,0.07317,llsrv
9,Longline survey,Male,2013,11,0.04472,llsrv
10,Longline survey,Male,2013,11,0.04472,llsrv
11,Longline survey,Male,2013,8,0.03252,llsrv
12,Longline survey,Male,2013,3,0.0122,llsrv
13,Longline survey,Male,2013,6,0.02439,llsrv
14,Longline survey,Male,2013,5,0.02033,llsrv
15,Longline survey,Male,2013,5,0.02033,llsrv
16,Longline survey,Male,2013,4,0.01626,llsrv
17,Longline survey,Male,2013,6,0.02439,llsrv
18,Longline survey,Male,2013,1,0.00407,llsrv
19,Longline survey,Male,2013,1,0.00407,llsrv
20,Longline survey,Male,2013,0,0,llsrv
21,Longline survey,Male,2013,0,0,llsrv
22,Longline survey,Male,2013,1,0.00407,llsrv
23,Longline survey,Male,2013,2,0.00813,llsrv
24,Longline survey,Male,2013,0,0,llsrv
25,Longline survey,Male,2013,8,0.03252,llsrv
2,Longline survey,Female,2014,0,0,llsrv
3,Longline survey,Female,2014,2,0.00719,llsrv
4,Longline survey,Female,2014,28,0.10072,llsrv
5,Longline survey,Female,2014,81,0.29137,llsrv
6,Longline survey,Female,2014,72,0.25899,llsrv
7,Longline survey,Female,2014,38,0.13669,llsrv
8,Longline survey,Female,2014,26,0.09353,llsrv
9,Longline survey,Female,2014,10,0.03597,llsrv
10,Longline survey,Female,2014,4,0.01439,llsrv
11,Longline survey,Female,2014,3,0.01079,llsrv
12,Longline survey,Female,2014,4,0.01439,llsrv
13,Longline survey,Female,2014,2,0.00719,llsrv
14,Longline survey,Female,2014,2,0.00719,llsrv
15,Longline survey,Female,2014,1,0.0036,llsrv
16,Longline survey,Female,2014,0,0,llsrv
17,Longline survey,Female,2014,1,0.0036,llsrv
18,Longline survey,Female,2014,2,0.00719,llsrv
19,Longline survey,Female,2014,0,0,llsrv
20,Longline survey,Female,2014,0,0,llsrv
21,Longline survey,Female,2014,0,0,llsrv
22,Longline survey,Female,2014,0,0,llsrv
23,Longline survey,Female,2014,0,0,llsrv
24,Longline survey,Female,2014,0,0,llsrv
25,Longline survey,Female,2014,2,0.00719,llsrv
2,Longline survey,Male,2014,0,0,llsrv
3,Longline survey,Male,2014,2,0.00746,llsrv
4,Longline survey,Male,2014,29,0.10821,llsrv
5,Longline survey,Male,2014,53,0.19776,llsrv
6,Longline survey,Male,2014,56,0.20896,llsrv
7,Longline survey,Male,2014,36,0.13433,llsrv
8,Longline survey,Male,2014,25,0.09328,llsrv
9,Longline survey,Male,2014,23,0.08582,llsrv
10,Longline survey,Male,2014,6,0.02239,llsrv
11,Longline survey,Male,2014,3,0.01119,llsrv
12,Longline survey,Male,2014,2,0.00746,llsrv
13,Longline survey,Male,2014,1,0.00373,llsrv
14,Longline survey,Male,2014,5,0.01866,llsrv
15,Longline survey,Male,2014,7,0.02612,llsrv
16,Longline survey,Male,2014,4,0.01493,llsrv
17,Longline survey,Male,2014,3,0.01119,llsrv
18,Longline survey,Male,2014,2,0.00746,llsrv
19,Longline survey,Male,2014,3,0.01119,llsrv
20,Longline survey,Male,2014,2,0.00746,llsrv
21,Longline survey,Male,2014,0,0,llsrv
22,Longline survey,Male,2014,2,0.00746,llsrv
23,Longline survey,Male,2014,0,0,llsrv
24,Longline survey,Male,2014,0,0,llsrv
25,Longline survey,Male,2014,4,0.01493,llsrv
2,Longline survey,Female,2015,1,0.00532,llsrv
3,Longline survey,Female,2015,12,0.06383,llsrv
4,Longline survey,Female,2015,13,0.06915,llsrv
5,Longline survey,Female,2015,35,0.18617,llsrv
6,Longline survey,Female,2015,42,0.2234,llsrv
7,Longline survey,Female,2015,22,0.11702,llsrv
8,Longline survey,Female,2015,20,0.10638,llsrv
9,Longline survey,Female,2015,11,0.05851,llsrv
10,Longline survey,Female,2015,6,0.03191,llsrv
11,Longline survey,Female,2015,10,0.05319,llsrv
12,Longline survey,Female,2015,4,0.02128,llsrv
13,Longline survey,Female,2015,1,0.00532,llsrv
14,Longline survey,Female,2015,3,0.01596,llsrv
15,Longline survey,Female,2015,1,0.00532,llsrv
16,Longline survey,Female,2015,3,0.01596,llsrv
17,Longline survey,Female,2015,1,0.00532,llsrv
18,Longline survey,Female,2015,0,0,llsrv
19,Longline survey,Female,2015,0,0,llsrv
20,Longline survey,Female,2015,0,0,llsrv
21,Longline survey,Female,2015,0,0,llsrv
22,Longline survey,Female,2015,1,0.00532,llsrv
23,Longline survey,Female,2015,0,0,llsrv
24,Longline survey,Female,2015,0,0,llsrv
25,Longline survey,Female,2015,2,0.01064,llsrv
2,Longline survey,Male,2015,2,0.01053,llsrv
3,Longline survey,Male,2015,12,0.06316,llsrv
4,Longline survey,Male,2015,14,0.07368,llsrv
5,Longline survey,Male,2015,39,0.20526,llsrv
6,Longline survey,Male,2015,25,0.13158,llsrv
7,Longline survey,Male,2015,27,0.14211,llsrv
8,Longline survey,Male,2015,22,0.11579,llsrv
9,Longline survey,Male,2015,6,0.03158,llsrv
10,Longline survey,Male,2015,4,0.02105,llsrv
11,Longline survey,Male,2015,6,0.03158,llsrv
12,Longline survey,Male,2015,2,0.01053,llsrv
13,Longline survey,Male,2015,3,0.01579,llsrv
14,Longline survey,Male,2015,3,0.01579,llsrv
15,Longline survey,Male,2015,3,0.01579,llsrv
16,Longline survey,Male,2015,7,0.03684,llsrv
17,Longline survey,Male,2015,1,0.00526,llsrv
18,Longline survey,Male,2015,2,0.01053,llsrv
19,Longline survey,Male,2015,2,0.01053,llsrv
20,Longline survey,Male,2015,1,0.00526,llsrv
21,Longline survey,Male,2015,1,0.00526,llsrv
22,Longline survey,Male,2015,2,0.01053,llsrv
23,Longline survey,Male,2015,2,0.01053,llsrv
24,Longline survey,Male,2015,1,0.00526,llsrv
25,Longline survey,Male,2015,3,0.01579,llsrv
2,Longline survey,Female,2016,13,0.02915,llsrv
3,Longline survey,Female,2016,73,0.16368,llsrv
4,Longline survey,Female,2016,100,0.22422,llsrv
5,Longline survey,Female,2016,87,0.19507,llsrv
6,Longline survey,Female,2016,50,0.11211,llsrv
7,Longline survey,Female,2016,36,0.08072,llsrv
8,Longline survey,Female,2016,29,0.06502,llsrv
9,Longline survey,Female,2016,18,0.04036,llsrv
10,Longline survey,Female,2016,10,0.02242,llsrv
11,Longline survey,Female,2016,12,0.02691,llsrv
12,Longline survey,Female,2016,8,0.01794,llsrv
13,Longline survey,Female,2016,1,0.00224,llsrv
14,Longline survey,Female,2016,1,0.00224,llsrv
15,Longline survey,Female,2016,0,0,llsrv
16,Longline survey,Female,2016,1,0.00224,llsrv
17,Longline survey,Female,2016,3,0.00673,llsrv
18,Longline survey,Female,2016,2,0.00448,llsrv
19,Longline survey,Female,2016,0,0,llsrv
20,Longline survey,Female,2016,0,0,llsrv
21,Longline survey,Female,2016,0,0,llsrv
22,Longline survey,Female,2016,1,0.00224,llsrv
23,Longline survey,Female,2016,0,0,llsrv
24,Longline survey,Female,2016,0,0,llsrv
25,Longline survey,Female,2016,1,0.00224,llsrv
2,Longline survey,Male,2016,19,0.05919,llsrv
3,Longline survey,Male,2016,67,0.20872,llsrv
4,Longline survey,Male,2016,66,0.20561,llsrv
5,Longline survey,Male,2016,48,0.14953,llsrv
6,Longline survey,Male,2016,36,0.11215,llsrv
7,Longline survey,Male,2016,23,0.07165,llsrv
8,Longline survey,Male,2016,19,0.05919,llsrv
9,Longline survey,Male,2016,9,0.02804,llsrv
10,Longline survey,Male,2016,6,0.01869,llsrv
11,Longline survey,Male,2016,8,0.02492,llsrv
12,Longline survey,Male,2016,3,0.00935,llsrv
13,Longline survey,Male,2016,1,0.00312,llsrv
14,Longline survey,Male,2016,3,0.00935,llsrv
15,Longline survey,Male,2016,2,0.00623,llsrv
16,Longline survey,Male,2016,3,0.00935,llsrv
17,Longline survey,Male,2016,1,0.00312,llsrv
18,Longline survey,Male,2016,1,0.00312,llsrv
19,Longline survey,Male,2016,1,0.00312,llsrv
20,Longline survey,Male,2016,1,0.00312,llsrv
21,Longline survey,Male,2016,1,0.00312,llsrv
22,Longline survey,Male,2016,0,0,llsrv
23,Longline survey,Male,2016,0,0,llsrv
24,Longline survey,Male,2016,0,0,llsrv
25,Longline survey,Male,2016,3,0.00935,llsrv
2,Longline survey,Female,2017,10,0.0361,llsrv
3,Longline survey,Female,2017,25,0.09025,llsrv
4,Longline survey,Female,2017,61,0.22022,llsrv
5,Longline survey,Female,2017,80,0.28881,llsrv
6,Longline survey,Female,2017,43,0.15523,llsrv
7,Longline survey,Female,2017,21,0.07581,llsrv
8,Longline survey,Female,2017,11,0.03971,llsrv
9,Longline survey,Female,2017,5,0.01805,llsrv
10,Longline survey,Female,2017,7,0.02527,llsrv
11,Longline survey,Female,2017,3,0.01083,llsrv
12,Longline survey,Female,2017,4,0.01444,llsrv
13,Longline survey,Female,2017,1,0.00361,llsrv
14,Longline survey,Female,2017,2,0.00722,llsrv
15,Longline survey,Female,2017,0,0,llsrv
16,Longline survey,Female,2017,0,0,llsrv
17,Longline survey,Female,2017,1,0.00361,llsrv
18,Longline survey,Female,2017,0,0,llsrv
19,Longline survey,Female,2017,0,0,llsrv
20,Longline survey,Female,2017,0,0,llsrv
21,Longline survey,Female,2017,2,0.00722,llsrv
22,Longline survey,Female,2017,0,0,llsrv
23,Longline survey,Female,2017,0,0,llsrv
24,Longline survey,Female,2017,1,0.00361,llsrv
25,Longline survey,Female,2017,0,0,llsrv
2,Longline survey,Male,2017,10,0.04831,llsrv
3,Longline survey,Male,2017,31,0.14976,llsrv
4,Longline survey,Male,2017,44,0.21256,llsrv
5,Longline survey,Male,2017,46,0.22222,llsrv
6,Longline survey,Male,2017,20,0.09662,llsrv
7,Longline survey,Male,2017,12,0.05797,llsrv
8,Longline survey,Male,2017,8,0.03865,llsrv
9,Longline survey,Male,2017,10,0.04831,llsrv
10,Longline survey,Male,2017,8,0.03865,llsrv
11,Longline survey,Male,2017,5,0.02415,llsrv
12,Longline survey,Male,2017,2,0.00966,llsrv
13,Longline survey,Male,2017,1,0.00483,llsrv
14,Longline survey,Male,2017,1,0.00483,llsrv
15,Longline survey,Male,2017,1,0.00483,llsrv
16,Longline survey,Male,2017,1,0.00483,llsrv
17,Longline survey,Male,2017,1,0.00483,llsrv
18,Longline survey,Male,2017,2,0.00966,llsrv
19,Longline survey,Male,2017,0,0,llsrv
20,Longline survey,Male,2017,1,0.00483,llsrv
21,Longline survey,Male,2017,0,0,llsrv
22,Longline survey,Male,2017,0,0,llsrv
23,Longline survey,Male,2017,0,0,llsrv
24,Longline survey,Male,2017,0,0,llsrv
25,Longline survey,Male,2017,3,0.01449,llsrv
2,Longline survey,Female,2018,7,0.01939,llsrv
3,Longline survey,Female,2018,59,0.16343,llsrv
4,Longline survey,Female,2018,74,0.20499,llsrv
5,Longline survey,Female,2018,67,0.1856,llsrv
6,Longline survey,Female,2018,63,0.17452,llsrv
7,Longline survey,Female,2018,43,0.11911,llsrv
8,Longline survey,Female,2018,18,0.04986,llsrv
9,Longline survey,Female,2018,10,0.0277,llsrv
10,Longline survey,Female,2018,6,0.01662,llsrv
11,Longline survey,Female,2018,3,0.00831,llsrv
12,Longline survey,Female,2018,2,0.00554,llsrv
13,Longline survey,Female,2018,1,0.00277,llsrv
14,Longline survey,Female,2018,0,0,llsrv
15,Longline survey,Female,2018,3,0.00831,llsrv
16,Longline survey,Female,2018,1,0.00277,llsrv
17,Longline survey,Female,2018,3,0.00831,llsrv
18,Longline survey,Female,2018,0,0,llsrv
19,Longline survey,Female,2018,1,0.00277,llsrv
20,Longline survey,Female,2018,0,0,llsrv
21,Longline survey,Female,2018,0,0,llsrv
22,Longline survey,Female,2018,0,0,llsrv
23,Longline survey,Female,2018,0,0,llsrv
24,Longline survey,Female,2018,0,0,llsrv
25,Longline survey,Female,2018,0,0,llsrv
2,Longline survey,Male,2018,9,0.0375,llsrv
3,Longline survey,Male,2018,42,0.175,llsrv
4,Longline survey,Male,2018,35,0.14583,llsrv
5,Longline survey,Male,2018,26,0.10833,llsrv
6,Longline survey,Male,2018,51,0.2125,llsrv
7,Longline survey,Male,2018,22,0.09167,llsrv
8,Longline survey,Male,2018,9,0.0375,llsrv
9,Longline survey,Male,2018,9,0.0375,llsrv
10,Longline survey,Male,2018,7,0.02917,llsrv
11,Longline survey,Male,2018,9,0.0375,llsrv
12,Longline survey,Male,2018,1,0.00417,llsrv
13,Longline survey,Male,2018,1,0.00417,llsrv
14,Longline survey,Male,2018,1,0.00417,llsrv
15,Longline survey,Male,2018,1,0.00417,llsrv
16,Longline survey,Male,2018,0,0,llsrv
17,Longline survey,Male,2018,3,0.0125,llsrv
18,Longline survey,Male,2018,2,0.00833,llsrv
19,Longline survey,Male,2018,3,0.0125,llsrv
20,Longline survey,Male,2018,2,0.00833,llsrv
21,Longline survey,Male,2018,1,0.00417,llsrv
22,Longline survey,Male,2018,0,0,llsrv
23,Longline survey,Male,2018,2,0.00833,llsrv
24,Longline survey,Male,2018,0,0,llsrv
25,Longline survey,Male,2018,4,0.01667,llsrv
2,Longline survey,Female,2019,1,0.00535,llsrv
3,Longline survey,Female,2019,26,0.13904,llsrv
4,Longline survey,Female,2019,33,0.17647,llsrv
5,Longline survey,Female,2019,31,0.16578,llsrv
6,Longline survey,Female,2019,21,0.1123,llsrv
7,Longline survey,Female,2019,30,0.16043,llsrv
8,Longline survey,Female,2019,13,0.06952,llsrv
9,Longline survey,Female,2019,13,0.06952,llsrv
10,Longline survey,Female,2019,5,0.02674,llsrv
11,Longline survey,Female,2019,6,0.03209,llsrv
12,Longline survey,Female,2019,4,0.02139,llsrv
13,Longline survey,Female,2019,0,0,llsrv
14,Longline survey,Female,2019,3,0.01604,llsrv
15,Longline survey,Female,2019,0,0,llsrv
16,Longline survey,Female,2019,0,0,llsrv
17,Longline survey,Female,2019,0,0,llsrv
18,Longline survey,Female,2019,0,0,llsrv
19,Longline survey,Female,2019,0,0,llsrv
20,Longline survey,Female,2019,1,0.00535,llsrv
21,Longline survey,Female,2019,0,0,llsrv
22,Longline survey,Female,2019,0,0,llsrv
23,Longline survey,Female,2019,0,0,llsrv
24,Longline survey,Female,2019,0,0,llsrv
25,Longline survey,Female,2019,0,0,llsrv
2,Longline survey,Male,2019,2,0.00866,llsrv
3,Longline survey,Male,2019,29,0.12554,llsrv
4,Longline survey,Male,2019,52,0.22511,llsrv
5,Longline survey,Male,2019,34,0.14719,llsrv
6,Longline survey,Male,2019,18,0.07792,llsrv
7,Longline survey,Male,2019,25,0.10823,llsrv
8,Longline survey,Male,2019,11,0.04762,llsrv
9,Longline survey,Male,2019,14,0.06061,llsrv
10,Longline survey,Male,2019,8,0.03463,llsrv
11,Longline survey,Male,2019,7,0.0303,llsrv
12,Longline survey,Male,2019,2,0.00866,llsrv
13,Longline survey,Male,2019,6,0.02597,llsrv
14,Longline survey,Male,2019,3,0.01299,llsrv
15,Longline survey,Male,2019,5,0.02165,llsrv
16,Longline survey,Male,2019,2,0.00866,llsrv
17,Longline survey,Male,2019,0,0,llsrv
18,Longline survey,Male,2019,0,0,llsrv
19,Longline survey,Male,2019,1,0.00433,llsrv
20,Longline survey,Male,2019,0,0,llsrv
21,Longline survey,Male,2019,0,0,llsrv
22,Longline survey,Male,2019,1,0.00433,llsrv
23,Longline survey,Male,2019,4,0.01732,llsrv
24,Longline survey,Male,2019,2,0.00866,llsrv
25,Longline survey,Male,2019,5,0.02165,llsrv
2,Longline survey,Female,2020,0,0,llsrv
3,Longline survey,Female,2020,5,0.01292,llsrv
4,Longline survey,Female,2020,37,0.09561,llsrv
5,Longline survey,Female,2020,97,0.25065,llsrv
6,Longline survey,Female,2020,72,0.18605,llsrv
7,Longline survey,Female,2020,75,0.1938,llsrv
8,Longline survey,Female,2020,45,0.11628,llsrv
9,Longline survey,Female,2020,22,0.05685,llsrv
10,Longline survey,Female,2020,13,0.03359,llsrv
11,Longline survey,Female,2020,8,0.02067,llsrv
12,Longline survey,Female,2020,4,0.01034,llsrv
13,Longline survey,Female,2020,3,0.00775,llsrv
14,Longline survey,Female,2020,1,0.00258,llsrv
15,Longline survey,Female,2020,2,0.00517,llsrv
16,Longline survey,Female,2020,0,0,llsrv
17,Longline survey,Female,2020,0,0,llsrv
18,Longline survey,Female,2020,1,0.00258,llsrv
19,Longline survey,Female,2020,0,0,llsrv
20,Longline survey,Female,2020,0,0,llsrv
21,Longline survey,Female,2020,0,0,llsrv
22,Longline survey,Female,2020,0,0,llsrv
23,Longline survey,Female,2020,0,0,llsrv
24,Longline survey,Female,2020,0,0,llsrv
25,Longline survey,Female,2020,2,0.00517,llsrv
2,Longline survey,Male,2020,2,0.00687,llsrv
3,Longline survey,Male,2020,1,0.00344,llsrv
4,Longline survey,Male,2020,47,0.16151,llsrv
5,Longline survey,Male,2020,68,0.23368,llsrv
6,Longline survey,Male,2020,66,0.2268,llsrv
7,Longline survey,Male,2020,45,0.15464,llsrv
8,Longline survey,Male,2020,21,0.07216,llsrv
9,Longline survey,Male,2020,13,0.04467,llsrv
10,Longline survey,Male,2020,6,0.02062,llsrv
11,Longline survey,Male,2020,7,0.02405,llsrv
12,Longline survey,Male,2020,2,0.00687,llsrv
13,Longline survey,Male,2020,3,0.01031,llsrv
14,Longline survey,Male,2020,2,0.00687,llsrv
15,Longline survey,Male,2020,2,0.00687,llsrv
16,Longline survey,Male,2020,0,0,llsrv
17,Longline survey,Male,2020,0,0,llsrv
18,Longline survey,Male,2020,0,0,llsrv
19,Longline survey,Male,2020,1,0.00344,llsrv
20,Longline survey,Male,2020,0,0,llsrv
21,Longline survey,Male,2020,1,0.00344,llsrv
22,Longline survey,Male,2020,1,0.00344,llsrv
23,Longline survey,Male,2020,1,0.00344,llsrv
24,Longline survey,Male,2020,1,0.00344,llsrv
25,Longline survey,Male,2020,1,0.00344,llsrv
2,Longline survey,Female,2021,0,0,llsrv
3,Longline survey,Female,2021,3,0.01261,llsrv
4,Longline survey,Female,2021,8,0.03361,llsrv
5,Longline survey,Female,2021,64,0.26891,llsrv
6,Longline survey,Female,2021,76,0.31933,llsrv
7,Longline survey,Female,2021,46,0.19328,llsrv
8,Longline survey,Female,2021,21,0.08824,llsrv
9,Longline survey,Female,2021,6,0.02521,llsrv
10,Longline survey,Female,2021,5,0.02101,llsrv
11,Longline survey,Female,2021,5,0.02101,llsrv
12,Longline survey,Female,2021,0,0,llsrv
13,Longline survey,Female,2021,0,0,llsrv
14,Longline survey,Female,2021,2,0.0084,llsrv
15,Longline survey,Female,2021,0,0,llsrv
16,Longline survey,Female,2021,0,0,llsrv
17,Longline survey,Female,2021,1,0.0042,llsrv
18,Longline survey,Female,2021,0,0,llsrv
19,Longline survey,Female,2021,0,0,llsrv
20,Longline survey,Female,2021,0,0,llsrv
21,Longline survey,Female,2021,0,0,llsrv
22,Longline survey,Female,2021,1,0.0042,llsrv
23,Longline survey,Female,2021,0,0,llsrv
24,Longline survey,Female,2021,0,0,llsrv
25,Longline survey,Female,2021,0,0,llsrv
2,Longline survey,Male,2021,2,0.00976,llsrv
3,Longline survey,Male,2021,1,0.00488,llsrv
4,Longline survey,Male,2021,12,0.05854,llsrv
5,Longline survey,Male,2021,53,0.25854,llsrv
6,Longline survey,Male,2021,59,0.2878,llsrv
7,Longline survey,Male,2021,39,0.19024,llsrv
8,Longline survey,Male,2021,12,0.05854,llsrv
9,Longline survey,Male,2021,8,0.03902,llsrv
10,Longline survey,Male,2021,5,0.02439,llsrv
11,Longline survey,Male,2021,3,0.01463,llsrv
12,Longline survey,Male,2021,1,0.00488,llsrv
13,Longline survey,Male,2021,1,0.00488,llsrv
14,Longline survey,Male,2021,2,0.00976,llsrv
15,Longline survey,Male,2021,1,0.00488,llsrv
16,Longline survey,Male,2021,2,0.00976,llsrv
17,Longline survey,Male,2021,0,0,llsrv
18,Longline survey,Male,2021,1,0.00488,llsrv
19,Longline survey,Male,2021,1,0.00488,llsrv
20,Longline survey,Male,2021,0,0,llsrv
21,Longline survey,Male,2021,0,0,llsrv
22,Longline survey,Male,2021,1,0.00488,llsrv
23,Longline survey,Male,2021,0,0,llsrv
24,Longline survey,Male,2021,1,0.00488,llsrv
25,Longline survey,Male,2021,0,0,llsrv
2,Pot fishery,Female,1999,24,0.09266,potfsh
3,Pot fishery,Female,1999,35,0.13514,potfsh
4,Pot fishery,Female,1999,83,0.32046,potfsh
5,Pot fishery,Female,1999,64,0.2471,potfsh
6,Pot fishery,Female,1999,34,0.13127,potfsh
7,Pot fishery,Female,1999,7,0.02703,potfsh
8,Pot fishery,Female,1999,1,0.00386,potfsh
9,Pot fishery,Female,1999,8,0.03089,potfsh
10,Pot fishery,Female,1999,1,0.00386,potfsh
11,Pot fishery,Female,1999,0,0,potfsh
12,Pot fishery,Female,1999,1,0.00386,potfsh
13,Pot fishery,Female,1999,0,0,potfsh
14,Pot fishery,Female,1999,0,0,potfsh
15,Pot fishery,Female,1999,0,0,potfsh
16,Pot fishery,Female,1999,0,0,potfsh
17,Pot fishery,Female,1999,0,0,potfsh
18,Pot fishery,Female,1999,0,0,potfsh
19,Pot fishery,Female,1999,0,0,potfsh
20,Pot fishery,Female,1999,0,0,potfsh
21,Pot fishery,Female,1999,0,0,potfsh
22,Pot fishery,Female,1999,1,0.00386,potfsh
23,Pot fishery,Female,1999,0,0,potfsh
24,Pot fishery,Female,1999,0,0,potfsh
25,Pot fishery,Female,1999,0,0,potfsh
2,Pot fishery,Male,1999,9,0.07087,potfsh
3,Pot fishery,Male,1999,21,0.16535,potfsh
4,Pot fishery,Male,1999,48,0.37795,potfsh
5,Pot fishery,Male,1999,24,0.18898,potfsh
6,Pot fishery,Male,1999,11,0.08661,potfsh
7,Pot fishery,Male,1999,7,0.05512,potfsh
8,Pot fishery,Male,1999,0,0,potfsh
9,Pot fishery,Male,1999,2,0.01575,potfsh
10,Pot fishery,Male,1999,1,0.00787,potfsh
11,Pot fishery,Male,1999,0,0,potfsh
12,Pot fishery,Male,1999,0,0,potfsh
13,Pot fishery,Male,1999,1,0.00787,potfsh
14,Pot fishery,Male,1999,0,0,potfsh
15,Pot fishery,Male,1999,2,0.01575,potfsh
16,Pot fishery,Male,1999,0,0,potfsh
17,Pot fishery,Male,1999,0,0,potfsh
18,Pot fishery,Male,1999,1,0.00787,potfsh
19,Pot fishery,Male,1999,0,0,potfsh
20,Pot fishery,Male,1999,0,0,potfsh
21,Pot fishery,Male,1999,0,0,potfsh
22,Pot fishery,Male,1999,0,0,potfsh
23,Pot fishery,Male,1999,0,0,potfsh
24,Pot fishery,Male,1999,0,0,potfsh
25,Pot fishery,Male,1999,0,0,potfsh
2,Pot fishery,Female,2006,0,0,potfsh
3,Pot fishery,Female,2006,9,0.07965,potfsh
4,Pot fishery,Female,2006,11,0.09735,potfsh
5,Pot fishery,Female,2006,9,0.07965,potfsh
6,Pot fishery,Female,2006,17,0.15044,potfsh
7,Pot fishery,Female,2006,26,0.23009,potfsh
8,Pot fishery,Female,2006,18,0.15929,potfsh
9,Pot fishery,Female,2006,8,0.0708,potfsh
10,Pot fishery,Female,2006,6,0.0531,potfsh
11,Pot fishery,Female,2006,6,0.0531,potfsh
12,Pot fishery,Female,2006,2,0.0177,potfsh
13,Pot fishery,Female,2006,0,0,potfsh
14,Pot fishery,Female,2006,1,0.00885,potfsh
15,Pot fishery,Female,2006,0,0,potfsh
16,Pot fishery,Female,2006,0,0,potfsh
17,Pot fishery,Female,2006,0,0,potfsh
18,Pot fishery,Female,2006,0,0,potfsh
19,Pot fishery,Female,2006,0,0,potfsh
20,Pot fishery,Female,2006,0,0,potfsh
21,Pot fishery,Female,2006,0,0,potfsh
22,Pot fishery,Female,2006,0,0,potfsh
23,Pot fishery,Female,2006,0,0,potfsh
24,Pot fishery,Female,2006,0,0,potfsh
25,Pot fishery,Female,2006,0,0,potfsh
2,Pot fishery,Male,2006,0,0,potfsh
3,Pot fishery,Male,2006,2,0.0339,potfsh
4,Pot fishery,Male,2006,3,0.05085,potfsh
5,Pot fishery,Male,2006,2,0.0339,potfsh
6,Pot fishery,Male,2006,15,0.25424,potfsh
7,Pot fishery,Male,2006,12,0.20339,potfsh
8,Pot fishery,Male,2006,10,0.16949,potfsh
9,Pot fishery,Male,2006,11,0.18644,potfsh
10,Pot fishery,Male,2006,1,0.01695,potfsh
11,Pot fishery,Male,2006,0,0,potfsh
12,Pot fishery,Male,2006,1,0.01695,potfsh
13,Pot fishery,Male,2006,0,0,potfsh
14,Pot fishery,Male,2006,2,0.0339,potfsh
15,Pot fishery,Male,2006,0,0,potfsh
16,Pot fishery,Male,2006,0,0,potfsh
17,Pot fishery,Male,2006,0,0,potfsh
18,Pot fishery,Male,2006,0,0,potfsh
19,Pot fishery,Male,2006,0,0,potfsh
20,Pot fishery,Male,2006,0,0,potfsh
21,Pot fishery,Male,2006,0,0,potfsh
22,Pot fishery,Male,2006,0,0,potfsh
23,Pot fishery,Male,2006,0,0,potfsh
24,Pot fishery,Male,2006,0,0,potfsh
25,Pot fishery,Male,2006,0,0,potfsh
2,Pot fishery,Female,2007,0,0,potfsh
3,Pot fishery,Female,2007,12,0.0427,potfsh
4,Pot fishery,Female,2007,37,0.13167,potfsh
5,Pot fishery,Female,2007,41,0.14591,potfsh
6,Pot fishery,Female,2007,49,0.17438,potfsh
7,Pot fishery,Female,2007,29,0.1032,potfsh
8,Pot fishery,Female,2007,35,0.12456,potfsh
9,Pot fishery,Female,2007,37,0.13167,potfsh
10,Pot fishery,Female,2007,16,0.05694,potfsh
11,Pot fishery,Female,2007,7,0.02491,potfsh
12,Pot fishery,Female,2007,10,0.03559,potfsh
13,Pot fishery,Female,2007,3,0.01068,potfsh
14,Pot fishery,Female,2007,3,0.01068,potfsh
15,Pot fishery,Female,2007,0,0,potfsh
16,Pot fishery,Female,2007,0,0,potfsh
17,Pot fishery,Female,2007,0,0,potfsh
18,Pot fishery,Female,2007,1,0.00356,potfsh
19,Pot fishery,Female,2007,0,0,potfsh
